code,name,network_id,network_region,description,npi_id,latitude,longitude,units
STOCKYD,Stockyard Hill,NEM,VIC1,"<p>Stockyard Hill Wind Farm is a wind farm project under construction in Victoria (Australia). As of June 2020, 1 of a planned 149 turbines was operational and connected to the grid.[1] When it is complete, it is expected to produce up to 530MW, which would be Australia&#x27;s largest wind farm.</p>",,-37.53568,143.252548,"[{'code': 'STOCKYD1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 531.0, 'capacity_maximum': 511.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2021-07-08T00:05:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:22+00:00', 'updated_at': '2025-05-13T04:44:32+00:00'}]"
TARALGA,Taralga,NEM,NSW1,"<p>The Taralga Wind Farm is a wind farm located near Taralga, New South Wales.<br/>Taralga Wind Farm was CBD Energy/Santander&#x27;s first and only wind farm. It is a 106.8 megawatt wind farm with 51 turbines.  The energy produced by the wind farm can power around 45,000 average Australian households per year, saving over 258,000 tonnes of greenhouse gas emissions per year.</p>",,-34.425387,149.859603,"[{'code': 'TARALGA1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 106.8, 'capacity_maximum': 106.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2014-12-22T17:35:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:23+00:00', 'updated_at': '2025-05-13T04:46:16+00:00'}]"
BLUFF,The Bluff,NEM,SA1,"<p>AGL&#x27;s Bluff Range Wind Farm, also known as Hallett 5 Wind Farm consists of 25 Suzlon turbines each of 2.1MW for a total of 52.5MW. Total project investment was $120 million. The project was completed in early 2012. Turbines spread 8 kilometres over the Porcupine Range.</p>",,-33.367741,138.79379,"[{'code': 'BLUFF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 52.5, 'capacity_maximum': 53.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2011-07-05T15:50:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:36+00:00', 'updated_at': '2024-12-19T03:22:32+00:00'}]"
TIMWEST,Timboon West,NEM,VIC1,"<p>The Timboon West Wind Farm was developed and constructed in 2018 by BayWa r.e. Wind Pty Ltd and commenced operations in late 2018. Epic Energy acquired the Timboon West Wind Farm in April 2019.</p><p>Located approximately seven kilometres southwest of Timboon in south-western Victoria, the site was chosen for its undisturbed wind flow with strong, consistent wind speeds, close proximity to the electrical grid, and large setbacks to nearby dwellings</p>",,-38.528351,142.916231,"[{'code': 'TIMWEST', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 7.2, 'capacity_maximum': 7.2, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': None, 'data_last_seen': None, 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:25+00:00', 'updated_at': '2025-01-07T04:20:59+00:00'}]"
TOORAWF,Toora,NEM,VIC1,"<p>Toora wind farm is a wind power station at Toora in South Gippsland, Victoria, Australia. It is located north of Wilsons Promontory and 150 km SE of Melbourne. The wind farm is on a ridge overlooking the town of Toora.<br/>Toora has 12 wind turbines, each of 1.75 MW rated capacity, with a total generating capacity of 21 MW of electricity. The power station was completed in 2002. <br/>As of May 2008, it was owned by Transfield Services Infrastructure Fund. Danish company Vestas Wind Systems, one of the world&#x27;s largest turbine manufacturers, constructed the wind farm. Transfield Services Infrastructure Fund became RATCH-Australia on 11 July 2011.Viewing and photography points are available on a road that passes the wind farm.  From some of these views of the coastal plain, the Strzelecki Ranges, and Wilsons Promontory can be combined with views of the turbines.  Accommodation is available in a caravan park at Toora.<br/>One of Toora&#x27;s turbines can power up to 6,600 homes.</p>",,-38.653528,146.339774,"[{'code': 'TOORAWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 21.0, 'capacity_maximum': 21.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': None, 'data_last_seen': None, 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:25+00:00', 'updated_at': '2025-01-07T04:21:33+00:00'}]"
0WAMBOWF,Wambo,NEM,QLD1,"<p>Wambo Wind Farm is a renewable energy generation project located near Jandowae, at a site chosen for its excellent wind resources and attractive grid connectivity.</p><p>The project is a 50:50 joint venture between Cubico Sustainable Investments, a major investor in the renewable energy sector globally and Stanwell, a Queensland Government-owned electricity generator.</p>",,-26.603045,151.246876,"[{'code': 'WAMBOWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 252.0, 'capacity_maximum': 245.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2025-06-21T11:25:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2024-12-02T04:07:05+00:00', 'updated_at': '2025-07-01T00:55:24+00:00'}]"
WATERLWF,Waterloo,NEM,SA1,"<p>Waterloo wind farm is east of Manoora, South Australia. It is the largest wind farm operated by EnergyAustralia.</p>",,-33.991095,138.915723,"[{'code': 'WATERLWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 130.8, 'capacity_maximum': 130.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2010-08-20T00:05:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:27+00:00', 'updated_at': '2025-09-09T01:11:53+00:00'}]"
WPWF,Wattle Point,NEM,SA1,"<p>Wattle Point Wind Farm is a wind farm near Edithburgh on the Yorke Peninsula in South Australia, which has been operating since April 2005. When it was officially opened in June of that year it was Australia&#x27;s largest wind farm at 91 megawatts (122,000 hp). The installation consists of 55 wind turbines covering 17.5 square kilometres (6.8 sq mi)and was built at a cost of 180 million Australian dollars. It is connected to ETSA Utilities electricity transmission system via a 132 kilovolt line.The location was chosen after identification as having one of mainland Australia&#x27;s highest average wind speeds. The wind farm was officially opened by South Australian Premier Mike Rann and Southern Hydro Chairman, Dr Keith Turner. The opening was opposed by some of the local Indigenous Australians, the Adjahdura (or Narungga). A descendant of the traditional landowners argued that construction desecrated an ancient burial ground, disturbing skeletons in the construction of turbine number four. Work was halted in late 2004 after the discovery of human remains, artefacts and tools. The Aboriginal Affairs Department, and the developers, separately commissioned archaeological reports resulting in the development allowed to proceed with five towers being repositioned. Both reports concluded that the bones had come from elsewhere on the peninsula, being later reburied at Wattle Point. The region&#x27;s aboriginal community was divided on construction; Narungga National Aboriginal Corporation supporting development and the Narungga Heritage Committee strongly opposing.Wattle Point Wind Farm was built and owned by Southern Hydro Pty Limited. Southern Hydro was owned by Meridian Energy of New Zealand until October 2005, when it was bought by the Australian Gas Light Company (AGL). The windfarm was acquired by Alinta in October 2006, as part of an asset merger with AGL, and subsequently by the Australia and New Zealand Banking Group&#x27;s Energy Infrastructure Trust, for 225 million dollars on 23 April 2007.<br/><br/>The District Council of Yorke Peninsula approved a second wind farm, Wattle Point Stage 2. However it did not proceed due to insufficient capacity in the electrical transmission lines.The facility is closely connected to the Dalrymple ESCRI battery, a 30-megawatt battery storage facility at Dalrymple substation about 21 kilometres (13 mi) to the north.</p>",,-35.11541,137.718672,"[{'code': 'WPWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 91.0, 'capacity_maximum': 91.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:31+00:00', 'updated_at': '2025-05-13T06:00:33+00:00'}]"
WAUBRAWF,Waubra,NEM,VIC1,"<p>The Waubra wind farm is located on both sides of the Sunraysia Highway 35 km north-west of Ballarat in Victoria, Australia. It is the fourth largest wind farm in Australia and was the largest wind farm by number of turbines and total capacity in the southern hemisphere upon its completion in July 2009.Consisting of 128 wind turbines, with associated substations and an operations centre, each wind turbine has a capacity of 1.5 megawatts (MW). The total installed capacity is 192 MW.The green energy generated by the wind farm each year provides electricity for 143,000 households enough to power a city 3-4 times the size of Ballarat.Acciona Energy formed a Community Reference Group (CRG) for the construction phase of the Waubra wind farm, to provide a regular forum for community input to the project and to facilitate communication between members of the Waubra community and the wind farm project team. In 2010 the anti-wind farm lobby group the Waubra Foundation adopted the name of the nearby town.<br/>The construction of the Waubra wind farm received financial assistance as part of the Victorian State Government’s Victorian Renewable Energy Target (VRET).In July 2011 the Australian Broadcasting Corporation 4 Corners program explored health concerns connected with Australian wind farms in its &quot;Against the Wind&quot; report. The Waubra wind farm and the community living around it was featured in the report.<br/>A viewing platform designed by Melbourne-based firm JOH Architects is accessible to tourists and located just off the Sunraysia Highway.</p>",,-37.357979,143.5926,"[{'code': 'WAUBRAWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 192.0, 'capacity_maximum': 192.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:27+00:00', 'updated_at': '2025-05-13T06:04:23+00:00'}]"
WRWF1,White Rock Wind Farm,NEM,NSW1,"<p>The White Rock Wind Farm is located in New South Wales, Australia, and is comprised of up to 119 wind turbines. Stage One of the project, with 70 turbines, generates 175 MW of clean energy, powering approximately 105,000 homes annually. The second stage, currently in planning, will add up to 48 turbines, boosting the overall capacity to 216 MW. This wind farm is part of a larger effort to increase renewable energy production in the region.</p>",,-29.7718,151.5755,"[{'code': 'WRWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 175.0, 'capacity_maximum': 172.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2017-07-08T09:55:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:29+00:00', 'updated_at': '2025-05-13T06:19:00+00:00'}]"
WGWF,Willogoleche,NEM,SA1,"<p>The Willogoleche Wind Farm is a wind farm in the vicinity of Hallett in the Mid North region of South Australia. It generates up to 119 MW of electricity. There are 32 turbines in the wind farm. The closest to the town of Hallett is 3.2km west of the town, and the furthest is 8.3km southwest of the town. It was officially opened on 30 July 2019. The electricity generated is sold by Engie&#x27;s retail brand Simply Energy.The Australian Energy Market Operator expected the wind farm to start providing electricity to the grid from Winter 2018. A generation licence was issued on 20 June 2018 for 32 turbines to generate up to 122.56MW. The Willogoleche Wind Farm in Hallet, South Australia officially opened in July 2019.</p>",,-33.393569,138.84821,"[{'code': 'WGWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 119.0, 'capacity_maximum': 119.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2018-08-29T14:40:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:29+00:00', 'updated_at': '2025-05-13T06:22:13+00:00'}]"
WINDHILL,Windy Hill,NEM,QLD1,"<p>Windy Hill Wind Farm is a wind power station near Ravenshoe on the Atherton Tablelands, Queensland, Australia. Windy Hill has 20 wind turbines with a generating capacity of 12 MW of electricity, providing enough power for about 3,500 homes. The cost of the project was A$20 million. It was the second wind farm to be constructed in Queensland after the 0.45Mw station on Thursday Island (1997).<br/>The power station was commissioned in 2000 and was initially operated by the Stanwell Corporation. In December 2007 Windy Hill was sold to Transfield Services Infrastructure Fund (TSIF) as part of Queensland Government&#x27;s ClimateSmart 2050 strategy. A new substation was built to allow the wind farm&#x27;s power to connect to the existing 66 kV transmission line. RATCH-Australia bought TSIF in 2011.</p>",,-17.590399,145.52968,"[{'code': 'WHILL1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 12.0, 'capacity_maximum': 12.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': None, 'data_last_seen': None, 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:30+00:00', 'updated_at': '2025-05-13T06:26:13+00:00'}]"
WONWP,Wonthaggi,NEM,VIC1,"<p>Wonthaggi wind farm is a wind power station at Wonthaggi in Gippsland, Victoria, Australia. It has 6 wind turbines, with a total generating capacity of 12 MW of electricity.</p>",,-38.60513,145.546292,"[{'code': 'WONWP', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 12.0, 'capacity_maximum': 12.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': None, 'data_last_seen': None, 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:31+00:00', 'updated_at': '2025-05-13T06:32:44+00:00'}]"
WOODLWN,Woodlawn,NEM,NSW1,"<p>The Woodlawn Wind Farm is a wind farm located near Bungendore, New South Wales.  It is part of the Capital Renewable Energy Precinct, along with nearby Capital Wind Farm and the Woodlawn Bioreactor.<br/>Woodlawn Wind Farm was owner and operator Infigen Energy&#x27;s sixth Australian wind farm. It is a 48.3 megawatt wind farm with 23 turbines.  The energy produced by the wind farm can power around 32,000 average Australian households per year, saving over 138,000 tonnes of greenhouse gas emissions per year.</p>",,-35.081675,149.570511,"[{'code': 'WOODLWN1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 48.3, 'capacity_maximum': 48.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2011-06-01T10:15:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:31+00:00', 'updated_at': '2025-05-13T06:33:51+00:00'}]"
WOOLNTH1,Woolnorth,NEM,TAS1,"<p>Woolnorth Wind Farm is a wind power development, comprising two wind farms, at the Woolnorth property at Woolnorth (which includes the location known as Cape Grim), in the far north-west of Tasmania, Australia.   Both wind farms are operated by Woolnorth Wind Farm Holdings, a joint venture between Hydro Tasmania (who own a 25% share) and Shenhua Group (75% share).Bluff Point Wind Farm was constructed in two stages.  The first consisted of six Vestas 1.75 MW (2,350 hp) turbines and was commissioned in 2002.  Stage two, commissioned in 2004, expanded the wind farm with a further 31 of the same turbines, for a total generating capacity of 65 MW (87,000 hp).Studland Bay Wind Farm was commissioned in 2007 and consists of 25 Vestas V90 3 MW (4,000 hp) turbines, for a total capacity of 75 MW (101,000 hp).Tours to the wind farms are available and operated by a private commercial entity.</p>",,-40.736375,144.694821,"[{'code': 'WOOLNTH1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 140.0, 'capacity_maximum': 140.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:31+00:00', 'updated_at': '2025-04-17T05:22:42+00:00'}]"
YSWF,Yaloak South,NEM,VIC1,"<p>Located an hour west of Melbourne approximately 15 kilometres south of Ballan, the Yaloak South Wind Farm commenced construction in late 2016 and construction was completed in June 2018, 25 days ahead of schedule.</p><p>The project comprises fourteen Senvion MM92 wind turbine generators, rated at 2.05MW each, providing a total installed capacity of 28.7MW with a maximum hub height of 80m and a maximum tip height of 126.25m.</p><p>The project has been built in the southern section of the Parwan Valley, which is predominantly cleared agricultural land used for cropping and livestock grazing. Initial plans for a 70 turbine, 115MW capacity wind farm at the site were amended following concerns from local residents of the Parwan Valley about the potential impact on the wedge-tail eagle population and the visual amenity of the local area.</p>",,-37.716474,144.241947,"[{'code': 'YSWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 28.7, 'capacity_maximum': 28.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2017-12-19T22:15:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:33+00:00', 'updated_at': '2025-05-13T06:46:39+00:00'}]"
YAMBUK,Yambuk,NEM,VIC1,"<p>The Yambuk wind farm is the first stage of Pacific Blue’s four-stage Portland Wind Energy Project (PWEP) in southwest Victoria.</p><p>Located next to our Codrington Wind Farm, near Port Fairy, the site was chosen for its ideal wind conditions – its average annual wind speed of 30km/h is perfect for producing clean, non-polluting electricity.</p><p>Completed in 2005, the 30MW Yambuk wind farm comprises 20 wind generators that produce enough energy to meet the annual needs of 35,000 homes per annum, with an average electricity generation of 92.6GWh per year. The turbines installed are NEG Micon NM72C wind turbine generators, rated at 1.5MW each, with a maximum hub height of 70m and a maximum blade tip height of 106m.</p>",,-38.305278,142.018439,"[{'code': 'YAMBUKWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 30.0, 'capacity_maximum': 30.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:33+00:00', 'updated_at': '2025-05-13T06:48:39+00:00'}]"
YAWWF,Yawong,NEM,VIC1,"<p>The Yawong Wind Farm was developed and constructed by BayWa r.e. Wind Pty Ltd in 2018, commenced operations in late 2018, and was acquired by Epic Energy in April 2019.</p>",,-36.471022,143.361722,"[{'code': 'YAWWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 7.2, 'capacity_maximum': 7.2, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': None, 'data_last_seen': None, 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:33+00:00', 'updated_at': '2025-05-13T06:58:27+00:00'}]"
YENDONWF,Yendon,NEM,VIC1,<p></p>,,-37.630952,144.022463,"[{'code': 'YENDWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 144.4, 'capacity_maximum': 142.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2019-06-19T00:05:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:35:33+00:00', 'updated_at': '2025-05-13T07:00:15+00:00'}]"
