code,name,network_id,network_region,description,npi_id,location,units,created_at,updated_at
BROKENH,Broken Hill,NEM,NSW1,"<p>The Broken Hill Solar Plant, which became operational in December 2015, is a 53 megawatt farm located near Broken Hill in western New South Wales, Australia. It is associated with the Nyngan Solar Plant (almost 600 km to the east), making the total capacity of the combined plants 155 megawatts.<br/>The Broken Hill solar plant, like other generation near the edge of the grid, has suffered from changes in loss factor calculations, with a decrease of 22.7% from a 2017-18 financial year (FY) Marginal Loss Factor (MLF) of 1.2841 to 1.0603 (2018-19 FY MLF), which has affected revenue. On 12 September 2019, the output of the farm was reduced by 50%.</p>",,lat=-31.988905 lng=141.391547,"[FacilityUnit(code='BROKENH1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=53.0, capacity_maximum=53.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2015, 9, 15, 10, 55, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 0, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 39, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 8, 5, 1, 18, tzinfo=TzInfo(0)))]",2023-10-18 04:34:39+00:00,2025-07-08 06:04:47+00:00
BNGSF1,Bungala One,NEM,SA1,"<p>The Bungala Solar Farm is located near Port Augusta, in South Australia. The Project was developed by Reach Solar Energy, and acquired by Enel Green Power in 2017.</p><p>The Plants, with a total capacity of 275 MW from approximately 800,000 photovoltaic (PV) modules, commenced full production in 2020.</p>",,lat=-32.423316 lng=137.841798,"[FacilityUnit(code='BNGSF1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=135.0, capacity_maximum=110.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2018, 5, 14, 17, 50, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 45, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 38, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 6, 6, 31, 37, tzinfo=TzInfo(0)))]",2023-10-18 04:34:38+00:00,2025-07-08 02:56:39+00:00
BNGSF2,Bungala Two,NEM,SA1,<p></p>,,lat=-32.406993 lng=137.840933,"[FacilityUnit(code='BNGSF2', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=135.0, capacity_maximum=110.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2018, 10, 30, 9, 15, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 45, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 38, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 6, 6, 32, 5, tzinfo=TzInfo(0)))]",2023-10-18 04:34:38+00:00,2025-07-08 02:56:49+00:00
CESF,Capital East,NEM,NSW1,<p>Capital East Solar Farm 1 and 2 are co-located on the same site and adjacent to Capital Wind Farm. Construction was completed on the 120kW Capital East Solar Farm 1 in 2013. This was expanded in 2018 to 500kW with the addition of Capital East Solar 2 by 5B whom now provide the operations and maintenance services for both solar farms.</p>,,lat=-35.180684 lng=149.546482,"[FacilityUnit(code='CESF1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=0.2, capacity_maximum=1.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=None, data_last_seen=None, dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 41, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 9, 9, 1, 24, 10, tzinfo=TzInfo(0)))]",2023-10-18 04:34:41+00:00,2024-12-12 12:04:18+00:00
CHILDSF,Childers,NEM,QLD1,"<p>Atmos Renewables acquired 100% of the interests in Childers Solar Farm Solar Farm in June 2022. The plant is located approximately 75km south of Bundaberg, QLD. Commercial operations were reached in June 2019 and is connected to the 66kV Ergon network at the onsite Childers substation. The Childers Solar Farm is expected to generate over 120GWh of electricity per annum.</p>",,lat=-25.295027 lng=152.403674,"[FacilityUnit(code='CHILDSF1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=64.38, capacity_maximum=56.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2019, 2, 6, 16, 10, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 18, 20, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 43, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 12, 18, 0, 44, 28, tzinfo=TzInfo(0)))]",2023-10-18 04:34:43+00:00,2025-07-08 05:34:54+00:00
CBWWBA,Christies Beach,NEM,SA1,<p>Christies Beach wastewater treatment plant began operating in 1970 and was expanded in 1981 to support the growing southern suburbs population. It also received a significant upgrade in 2013 to ensure it can meet community needs until 2030.</p>,,lat=-35.125958 lng=138.47135,"[FacilityUnit(code='CBWWPV1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=2.75, capacity_maximum=2.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=None, data_last_seen=None, dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 41, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 6, 26, 2, 51, 38, tzinfo=TzInfo(0))), FacilityUnit(code='CBWWPV2', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=1.08, capacity_maximum=0.81, capacity_storage=None, emissions_factor_co2=None, data_first_seen=None, data_last_seen=None, dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2024, 10, 4, 5, 29, 40, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 6, 26, 2, 52, 31, tzinfo=TzInfo(0)))]",2023-10-18 04:34:41+00:00,2024-12-18 00:52:30+00:00
CLARESF,Clare,NEM,QLD1,<p></p>,,lat=-19.83977 lng=147.21055,"[FacilityUnit(code='CLARESF1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=110.26, capacity_maximum=100.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2018, 4, 17, 9, 15, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 17, 45, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 43, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 9, 9, 1, 20, 26, tzinfo=TzInfo(0)))]",2023-10-18 04:34:43+00:00,2025-07-08 05:00:59+00:00
CLERMSF,Clermont,NEM,QLD1,"<p>Located in Clermont, 106km north of Emerald, Queensland, the 89MWp DC Clermont Solar Farm is the third solar plant in Gentari Solar Australia’s portfolio based in QLD. It created just under 600 jobs in various capacities during construction and continues to employ those within the local community for the operations and maintenance of the asset.</p>",,lat=-22.839406 lng=147.546031,"[FacilityUnit(code='CLERMSF1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=92.0, capacity_maximum=75.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2019, 6, 19, 9, 55, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 18, 30, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 43, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 8, 3, 17, 11, tzinfo=TzInfo(0)))]",2023-10-18 04:34:43+00:00,2025-07-08 05:16:57+00:00
COHUNSF1,Cohuna,NEM,VIC1,"<p>Cohuna Solar Farm is situated approximately 8 kilometres south of the town of Cohuna and around 25km east of Kerang in the Shire of Gannawarra in northern Victoria. Cohuna was one of 6 solar projects to score a guernsey in Victoria’s first renewable energy auction. Cohuna Solar Farm is expected to generate up to 77 GWh of electricity each year, avoiding around 71,000 tonnes of CO2 emissions annually. The project will involve the installation of approximately 87,000 bifacial solar panels, which make use of light hitting both the front and rear of the module</p>",,lat=-35.880317 lng=144.221531,"[FacilityUnit(code='COHUNSF1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=31.1, capacity_maximum=27.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2021, 3, 5, 16, 30, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 5, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 44, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 8, 5, 53, 53, tzinfo=TzInfo(0)))]",2023-10-18 04:34:44+00:00,2025-08-05 05:58:33+00:00
COLEASF,Coleambally,NEM,NSW1,"<p>Colleambally Solar Farm is a photovoltaic power station near the town of Coleambally in New South Wales, Australia. It is on the western side of the Kidman Way north of the town.<br/>It has an output of 150MW and was the largest solar power station in Australia  when it was commissioned in November 2018. It is owned by Neoen and was built by Bouygues. It has a 12-year power purchase agreement to sell its output to EnergyAustralia.The power station consists of a total of 565,488 solar panels arranged into 19,086 strings of panels. Each solar tracker drives three strings.</p>",,lat=-34.759494 lng=145.92984,"[FacilityUnit(code='COLEASF1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=180.0, capacity_maximum=150.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2018, 9, 7, 10, 40, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 5, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 44, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 6, 5, 4, 46, tzinfo=TzInfo(0)))]",2023-10-18 04:34:44+00:00,2025-07-08 04:18:41+00:00
CSPVPS,Collinsville,NEM,QLD1,"<p>Collinsville Solar Farm is located near Collinsville in central Queensland. The project was constructed on land surrounding the decommissioned (2013) Collinsville coal-fired power station, commencing operations in 2018.</p><p>The project consists of approximately 180,000 individual solar PV panels and has a generation capacity of 42.5 megawatts. It produces enough electricity each year to power up to 15,000 homes. The project offsets 90,000tonnes of carbon dioxide emissions (Co2) a year.</p>",,lat=-20.55714 lng=147.820552,"[FacilityUnit(code='CSPVPS1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=42.0, capacity_maximum=40.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2018, 7, 31, 14, 30, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 18, 35, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 47, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 12, 18, 2, 7, 52, tzinfo=TzInfo(0)))]",2023-10-18 04:34:47+00:00,2025-08-04 07:07:04+00:00
COLUMSF,Columboola,NEM,QLD1,"<p>The Columboola Solar Farm is a 162MWAC or 202.5 MWDC utility scale generation project situated on 410 hectares of grazing land in Western Downs, Queensland. The site is located approximately 10km north-east of Miles, and is accessible from Ryall Road off the Warrego Highway.</p>",,lat=-26.636088 lng=150.28221,"[FacilityUnit(code='COLUMSF1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=217.0, capacity_maximum=162.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2022, 6, 14, 10, 30, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 18, 35, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 44, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 6, 3, 11, 21, tzinfo=TzInfo(0)))]",2023-10-18 04:34:44+00:00,2025-07-08 04:12:00+00:00
CRWASF1,Corowa,NEM,NSW1,"<p>Corowa Solar Farm is a 30 MWac solar farm in NSW just outside of the 5,500 person strong town of Corowa. The project has been in development since 2017 and is currently in the late stages of construction.</p>",,lat=-35.98629 lng=146.361456,"[FacilityUnit(code='CRWASF1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=36.0, capacity_maximum=30.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2021, 2, 14, 13, 55, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 15, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 46, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 12, 18, 2, 25, 41, tzinfo=TzInfo(0)))]",2023-10-18 04:34:46+00:00,2025-08-05 05:49:01+00:00
CULCSF,Culcairn,NEM,NSW1,"<p>The 440 MWp Culcairn Solar Farm spans across 1,000 hectares of land and will be Neoen’s second largest solar asset in Australia once it goes into operations.</p><p>Neoen secured development approval for Culcairn Solar Farm from the NSW Government in 2021, with an option to build a 100 MW / 200 MWh battery in the future.</p><p>It will connect into the on-site 330 kV transmission line managed by TransGrid.</p>",,lat=-35.709592 lng=146.981761,"[FacilityUnit(code='CUSF1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=466.0, capacity_maximum=350.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2025, 8, 1, 11, 20, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 18, 55, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2024, 11, 29, 5, 26, 51, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 10, 8, 22, 36, 28, tzinfo=TzInfo(0)))]",2024-11-29 05:19:17+00:00,2025-10-05 22:55:52+00:00
DDSF,Darling Downs,NEM,QLD1,"<p>Darling Downs Solar Farm is a 110MW photovoltaic solar power station in Queensland, Australia developed by APA Group 45 km west of Dalby in the Darling Downs region next to the Darling Downs Power Station. All of the electricity produced will be sold to Origin Energy until 2030. The solar farm connects to the national electricity grid through Powerlink&#x27;s Braemar substation. It has approximately 430,000 solar panels on an area of approximately 250 hectares (620 acres).The solar farm was planned by Origin Energy which owns the adjacent natural gas Darling Downs Power Station. Origin received planning approval and A$20 million support from the Australian Renewable Energy Agency (ARENA) before selling the project to APA Group in May 2017. designed and built by RCR Tomlinson under an engineering, procurement and construction contract worth approximately A$175 million.Darling Downs Solar Farm was the ninth solar farm to be approved by the Western Downs Regional Council.</p>",,lat=-27.112 lng=150.8819,"[FacilityUnit(code='DDSF1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=121.0, capacity_maximum=108.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2018, 7, 28, 11, 5, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 18, 35, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 49, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 8, 0, 41, 13, tzinfo=TzInfo(0)))]",2023-10-18 04:34:49+00:00,2025-07-08 04:51:56+00:00
DARLSF,Darlington Point,NEM,NSW1,"<p>Darlington Point Solar Far is a photovoltaic power station under development 10 km south of the town of Darlington Point in New South Wales, Australia. It received planning approval and development consent on 7 December 2018, and has a power purchase agreement for supply of 150MW to Delta Energy.</p>",,lat=-34.644808 lng=146.035756,"[FacilityUnit(code='DARLSF1', fueltech_id=<UnitFueltechType.SOLAR_UTILITY: 'solar_utility'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=324.0, capacity_maximum=275.0, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2020, 9, 3, 10, 50, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 0, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 47, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 12, 18, 3, 6, 40, tzinfo=TzInfo(0)))]",2023-10-18 04:34:47+00:00,2025-07-08 02:49:19+00:00
